stop_id,stop_code,stop_name,stop_desc,stop_lat,stop_lon,zone_id,stop_url,location_type,parent_station,stop_timezone,wheelchair_boarding,platform_code
5503_2,,高円寺南四丁目,,35.702667,139.649550,,,0,5503,,,
5503_4,,高円寺南四丁目,,35.702667,139.649570,,,0,5503,,,
5505_0,,高円寺駅南口,,35.705209,139.650080,,,0,5505,,,
5505_1,,高円寺駅南口,,35.705082,139.650100,,,0,5505,,,
5505_6,,高円寺駅南口,,35.705080,139.649980,,,0,5505,,,
5601_1,,南荻窪一丁目,,35.698220,139.614870,,,0,5601,,,
5601_2,,南荻窪一丁目,,35.698050,139.614120,,,0,5601,,,
5603_1,,大宮前体育館,,35.696890,139.611400,,,0,5603,,,
5603_2,,大宮前体育館,,35.696655,139.611000,,,0,5603,,,
5604_1,,宮前公園,,35.693867,139.610400,,,0,5604,,,
5604_2,,宮前公園,,35.693870,139.610430,,,0,5604,,,
5605_2,,都営宮前アパート,,35.695812,139.605500,,,0,5605,,,
5607_2,,宮前三郵便局西,,35.698116,139.606750,,,0,5607,,,
5609_2,,南荻窪二丁目,,35.697470,139.608350,,,0,5609,,,
5623_2,,西荻窪駅南口,,35.703003,139.600250,,,0,5623,,,
5798_1,,東中野区民活動センター,,35.709755,139.688230,,,0,5798,,,
5798_2,,東中野区民活動センター,,35.709620,139.687990,,,0,5798,,,
5900_1,,松ノ木二丁目,,35.692295,139.641680,,,0,5900,,,
5900_2,,松ノ木二丁目,,35.692287,139.641600,,,0,5900,,,
5901_1,,松ノ木住宅,,35.688675,139.641660,,,0,5901,,,
5901_2,,松ノ木住宅,,35.688210,139.641590,,,0,5901,,,
5902_1,,松ノ木公園,,35.690975,139.641500,,,0,5902,,,
5902_2,,松ノ木公園,,35.691440,139.641430,,,0,5902,,,
